"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","branch_number","CBB_3mon","DM_gravity","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha"
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6577A-1_55",1,55,4,6,"test"," (Operator: lizbethpino, Time: )","SM6577A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6577A-3_10",1,10,1,10,"test"," (Operator: lizbethpino, Time: )","SM6577A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,1,23.7302745512143,290,7.8125,6,4,2,NA,NA,8,10,4,290,40,2,3,2,2,3,4960,225,5,1,2,3,1,5,6,10,7.8125,1.85392769931362
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6578A-1_23",1,23,2,8,"test"," (Operator: lizbethpino, Time: )","SM6578A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6580A-2_113",1,113,8,8,"test"," (Operator: lizbethpino, Time: )","SM6580A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6583A-2_80",1,80,6,11,"test"," (Operator: lizbethpino, Time: )","SM6583A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,27.1758340461933,165,10.9375,8.4,5,1,NA,NA,8,10,3,310,20,3,3,1,2,3,5000,324,4,4,1,2,1,5,6,40,10.9375,2.97235684880239
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6583A-3_15",1,15,1,15,"test"," (Operator: lizbethpino, Time: )","SM6583A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep1_SM6583A-6_68",1,68,5,8,"test"," (Operator: lizbethpino, Time: )","SM6583A-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia","Caiseli,Caiselli,CAISELLI","202330BCEPR_stom_rep1_SMB2446-2_123",1,123,9,3,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,3,34.3499097472924,220,29.296875,22.5,4,1,NA,NA,12,10,1,220,40,6,3,2,1,3,4940,508,0,9,1,2,1,3,6,90,29.296875,10.0634501212771
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia","Tai8","202330BCEPR_stom_rep1_TAI8_99",1,99,7,9,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,30.7229257641921,135,25.9114583333333,19.9,4,1,NA,NA,12,10,1,230,30,6,1,1,1,3,5000,420,0,10,1,3,1,4,6,100,25.9114583333333,7.96075810816956
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_CG1141-1_146",2,146,10,5,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,1,30.8421343146274,240,13.671875,10.5,4,1,NA,NA,12,10,1,240,40,6,3,1,3,3,4750,402,3,10,1,2,1,1,6,100,13.671875,4.21669805082797
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_CM4919-1_240",2,240,16,1,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1,1,29.9343512279939,200,29.296875,22.5,5,1,NA,NA,12,10,1,290,40,6,3,1,1,3,5000,399,0,10,1,3,1,5,6,100,29.296875,8.76982946132634
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_COL2215_196",2,196,14,15,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",4,2,32.7250912186816,90,25.9114583333333,19.9,4,1,NA,NA,10,10,4,230,20,5,3,2,2,3,4540,429,0,6,1,3,1,1,6,60,25.9114583333333,8.479548375674
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM12421A-2_239",2,239,16,2,"test"," (Operator: lizbethpino, Time: )","GM12421A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13914A-2_137",2,137,10,14,"test"," (Operator: lizbethpino, Time: )","GM13914A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13914A-4_253",2,253,17,13,"test"," (Operator: lizbethpino, Time: )","GM13914A-4","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13914A-5_228",2,228,16,13,"test"," (Operator: lizbethpino, Time: )","GM13914A-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13915A-5_173",2,173,12,8,"test"," (Operator: lizbethpino, Time: )","GM13915A-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,10,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13919A-1_193",2,193,13,13,"test"," (Operator: lizbethpino, Time: )","GM13919A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13919A-3_165",2,165,11,15,"test"," (Operator: lizbethpino, Time: )","GM13919A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM13919A-5_177",2,177,12,4,"test"," (Operator: lizbethpino, Time: )","GM13919A-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,2,22.3040256709452,105,5.078125,3.9,4,1,NA,NA,6,10,4,230,30,2,3,2,2,3,3560,132,0,3,1,2,1,5,6,30,5.078125,1.13262630360269
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14007A-1_180",2,180,12,1,"test"," (Operator: lizbethpino, Time: )","GM14007A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14007A-3_164",2,164,11,14,"test"," (Operator: lizbethpino, Time: )","GM14007A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,18.3143282897753,130,6.25,4.8,3,2,NA,NA,6,10,3,200,30,2,2,1,2,3,4420,58,1,3,1,2,1,5,6,30,6.25,1.14464551811096
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14007A-4_179",2,179,12,2,"test"," (Operator: lizbethpino, Time: )","GM14007A-4","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",4,2,23.2569496462755,100,3.38541666666667,2.6,4,1,NA,NA,10,10,3,280,30,1,3,1,2,3,2510,107,0,2,1,3,1,5,6,20,3.38541666666667,0.787344649483286
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14007A-5_178",2,178,12,3,"test"," (Operator: lizbethpino, Time: )","GM14007A-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14012A-6_140",2,140,10,11,"test"," (Operator: lizbethpino, Time: )","GM14012A-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,1,26.0861948249619,150,12.890625,9.9,4,2,NA,NA,10,10,3,300,30,5,3,1,3,3,3490,205,0,7,2,2,1,5,6,70,12.890625,3.36267355165525
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14017A-1_232",2,232,16,9,"test"," (Operator: lizbethpino, Time: )","GM14017A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,1,20.4540931545518,230,13.0208333333333,10,4,1,NA,NA,12,10,2,280,30,6,3,1,3,3,2910,76,0,9,1,3,4,5,6,90,13.0208333333333,2.66329337949893
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14017A-6_159",2,159,11,9,"test"," (Operator: lizbethpino, Time: )","GM14017A-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,17.0249330587023,180,20.8333333333333,16,4,1,NA,NA,12,10,2,280,40,4,3,1,1,3,4880,25,0,6,1,3,1,5,6,60,20.8333333333333,3.54686105389631
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14017A-7_206",2,206,14,5,"test"," (Operator: lizbethpino, Time: )","GM14017A-7","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,21.7196518607442,180,13.5416666666667,10.4,4,2,NA,NA,8,10,3,280,30,5,3,1,2,3,4310,145,0,6,1,2,1,5,6,60,13.5416666666667,2.94120285614245
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14019B-6_214",2,214,15,4,"test"," (Operator: lizbethpino, Time: )","GM14019B-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14028A-1_189",2,189,13,9,"test"," (Operator: lizbethpino, Time: )","GM14028A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14030A-1_175",2,175,12,6,"test"," (Operator: lizbethpino, Time: )","GM14030A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14030A-2_158",2,158,11,8,"test"," (Operator: lizbethpino, Time: )","GM14030A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,23.9648905803996,70,6.51041666666667,5,3,1,NA,NA,6,10,4,230,30,2,3,1,3,3,4410,206,0,4,2,2,1,5,6,40,6.51041666666667,1.56021423049477
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14043A-12_171",2,171,12,10,"test"," (Operator: lizbethpino, Time: )","GM14043A-12","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,1,27.3529495718363,105,16.9270833333333,13,4,1,NA,NA,10,10,3,270,30,4,3,2,2,3,4500,296,0,7,1,2,1,5,6,70,16.9270833333333,4.63005656814937
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14043A-8_266",2,266,18,5,"test"," (Operator: lizbethpino, Time: )","GM14043A-8","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,2,24.5140634533252,95,5.46875,4.2,4,1,NA,NA,9,10,3,290,30,2,3,1,3,3,3450,172,0,2,1,3,1,5,6,20,5.46875,1.34061284510372
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14043B-3_138",2,138,10,13,"test"," (Operator: lizbethpino, Time: )","GM14043B-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,1,25.0449029126214,210,14.0625,10.8,4,1,NA,NA,12,10,2,210,30,5,3,2,2,3,4350,230,1,8,1,3,1,5,6,80,14.0625,3.52193947208738
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14095A-2_145",2,145,10,6,"test"," (Operator: lizbethpino, Time: )","GM14095A-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14095A-3_220",2,220,15,10,"test"," (Operator: lizbethpino, Time: )","GM14095A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,2,28.0666123778501,120,25.78125,19.8,5,1,NA,NA,10,10,2,300,40,5,3,2,2,3,4950,345,0,9,1,3,1,5,6,90,25.78125,7.23592350366448
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14097A-1_248",2,248,17,8,"test"," (Operator: lizbethpino, Time: )","GM14097A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14099A-11_247",2,247,17,7,"test"," (Operator: lizbethpino, Time: )","GM14099A-11","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,1,24.196696989387,115,22.1354166666667,17,4,1,NA,NA,12,10,2,260,30,6,3,1,2,3,4850,233,0,10,2,3,3,5,6,100,22.1354166666667,5.35603969817161
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14099A-1_208",2,208,14,3,"test"," (Operator: lizbethpino, Time: )","GM14099A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,3,21.8141540691655,280,19.2708333333333,14.8,5,1,NA,NA,12,10,2,280,40,6,1,1,2,3,5000,171,0,10,2,3,1,5,6,100,19.2708333333333,4.20376927374543
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14099A-12_223",2,223,15,13,"test"," (Operator: lizbethpino, Time: )","GM14099A-12","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,1,17.7628372853638,300,25,19.2,5,2,NA,NA,12,10,2,300,50,6,3,1,3,3,4940,48,0,10,1,2,1,5,6,100,25,4.44070932134095
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-10_246",2,246,17,6,"test"," (Operator: lizbethpino, Time: )","GM14101A-10","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-11_143",2,143,10,8,"test"," (Operator: lizbethpino, Time: )","GM14101A-11","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0,1,25.0547354948805,260,20.1822916666667,15.5,4,1,NA,NA,12,10,2,260,40,5,3,1,1,3,4950,262,2,7,1,2,1,5,6,70,20.1822916666667,5.05661979388865
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-3_152",2,152,11,2,"test"," (Operator: lizbethpino, Time: )","GM14101A-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-4_238",2,238,16,3,"test"," (Operator: lizbethpino, Time: )","GM14101A-4","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-6_259",2,259,18,12,"test"," (Operator: lizbethpino, Time: )","GM14101A-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,0,NA,NA
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14101A-7_183",2,183,13,3,"test"," (Operator: lizbethpino, Time: )","GM14101A-7","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",4,1,21.2062027567808,120,6.51041666666667,5,5,1,NA,NA,10,10,4,280,30,1,3,1,2,3,4640,142,2,1,1,3,1,5,6,10,6.51041666666667,1.38061215864458
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14102A-10_222",2,222,15,12,"test"," (Operator: lizbethpino, Time: )","GM14102A-10","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2,1,26.0256159728122,150,27.34375,21,5,1,NA,NA,10,10,2,240,40,6,3,1,2,3,5000,292,0,8,1,2,1,5,6,80,27.34375,7.11637936756584
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14102A-11_186",2,186,13,6,"test"," (Operator: lizbethpino, Time: )","GM14102A-11","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3,1,26.4280393003671,140,10.8072916666667,8.3,4,1,NA,NA,12,10,3,280,40,1,3,1,2,3,4930,299,0,1,1,3,1,5,6,10,10.8072916666667,2.85615528897197
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14102A-12_256",2,256,18,15,"test"," (Operator: lizbethpino, Time: )","GM14102A-12","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1,1,21.864547001276,160,18.8802083333333,14.5,5,1,NA,NA,12,10,2,270,30,5,3,1,2,3,4870,168,0,10,2,3,1,5,6,100,18.8802083333333,4.12807202498049
2023,"202330BCEPR_stom","202330BCEPR_stom",3.2,4,"2023-July-07","2024-April-03","Santo Tomas. Atlantico, Colombia",NA,"202330BCEPR_stom_rep2_GM14102A-1_235",2,235,16,6,"test"," (Operator: lizbethpino, Time: )","GM14102A-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1,2,19.174668490844,175,6.77083333333333,5.2,4,1,NA,NA,8,10,2,310,40,1,3,1,2,3,4840,89,1,1,1,2,1,5,6,10,6.77083333333333,1.29828484573423
